company_id,year,horizon_years,pat_cagr_value,pat_cagr_flag
LTIM,Mar 2021,5,18.31,NORMAL
LTIM,Mar 2022,3,37.6,NORMAL
LTIM,Mar 2022,5,32.4,NORMAL
LTIM,Mar 2023,3,42.63,NORMAL
LTIM,Mar 2023,5,31.72,NORMAL
LTIM,Mar 2023,10,22.88,NORMAL
LTIM,Mar 2024,3,33.25,NORMAL
LTIM,Mar 2024,5,24.78,NORMAL
LTIM,Mar 2024,10,16.5,NORMAL
M&M,Mar 2016,3,-4.88,DECLINE
M&M,Mar 2017,3,-7.71,DECLINE
M&M,Mar 2018,3,33.02,NORMAL
M&M,Mar 2018,5,14.02,NORMAL
M&M,Mar 2019,3,19.18,NORMAL
M&M,Mar 2019,5,3.14,NORMAL
M&M,Mar 2020,3,,DECLINE_TO_LOSS
M&M,Mar 2020,5,,DECLINE_TO_LOSS
M&M,Mar 2021,3,-42.51,DECLINE
M&M,Mar 2021,5,-15.71,DECLINE
M&M,Mar 2022,3,6.43,NORMAL
M&M,Mar 2022,5,12.35,NORMAL
M&M,Mar 2023,3,,TURNAROUND
M&M,Mar 2023,5,7.4,NORMAL
M&M,Mar 2023,10,10.66,NORMAL
M&M,Mar 2024,3,100.95,NORMAL
M&M,Mar 2024,5,15.32,NORMAL
M&M,Mar 2024,10,9.06,NORMAL
MARUTI,Mar 2016,3,30.56,NORMAL
MARUTI,Mar 2017,3,38.06,NORMAL
MARUTI,Mar 2018,3,27.43,NORMAL
MARUTI,Mar 2018,5,26.12,NORMAL
MARUTI,Mar 2019,3,11.65,NORMAL
MARUTI,Mar 2019,5,21.8,NORMAL
MARUTI,Mar 2020,3,-8.9,DECLINE
MARUTI,Mar 2020,5,8.31,NORMAL
MARUTI,Mar 2021,3,-17.73,DECLINE
MARUTI,Mar 2021,5,-4.4,DECLINE
MARUTI,Mar 2022,3,-20.25,DECLINE
MARUTI,Mar 2022,5,-12.38,DECLINE
MARUTI,Mar 2023,3,13.33,NORMAL
MARUTI,Mar 2023,5,0.95,NORMAL
MARUTI,Mar 2023,10,12.84,NORMAL
MARUTI,Mar 2024,3,45.39,NORMAL
MARUTI,Mar 2024,5,12.01,NORMAL
MARUTI,Mar 2024,10,16.8,NORMAL
MOTHERSON,Mar 2016,3,57.74,NORMAL
MOTHERSON,Mar 2017,3,25.57,NORMAL
MOTHERSON,Mar 2018,3,20.49,NORMAL
MOTHERSON,Mar 2018,5,37.97,NORMAL
MOTHERSON,Mar 2019,3,5.75,NORMAL
MOTHERSON,Mar 2019,5,13.85,NORMAL
MOTHERSON,Mar 2020,3,-15.86,DECLINE
MOTHERSON,Mar 2020,5,0.03,NORMAL
MOTHERSON,Mar 2021,3,-11.45,DECLINE
MOTHERSON,Mar 2021,5,-2.43,DECLINE
MOTHERSON,Mar 2022,3,-17.41,DECLINE
MOTHERSON,Mar 2022,5,-11.46,DECLINE
MOTHERSON,Mar 2023,3,8.87,NORMAL
MOTHERSON,Mar 2023,5,-5.87,DECLINE
MOTHERSON,Mar 2023,10,13.96,NORMAL
MOTHERSON,Mar 2024,3,24.39,NORMAL
MOTHERSON,Mar 2024,5,7.56,NORMAL
MOTHERSON,Mar 2024,10,10.66,NORMAL
NAUKRI,Mar 2016,3,15.79,NORMAL
NAUKRI,Mar 2017,3,,DECLINE_TO_LOSS
NAUKRI,Mar 2018,3,,TURNAROUND
NAUKRI,Mar 2018,5,45.82,NORMAL
NAUKRI,Mar 2019,3,71.19,NORMAL
NAUKRI,Mar 2019,5,58.06,NORMAL
NAUKRI,Mar 2020,3,,BOTH_NEGATIVE
NAUKRI,Mar 2020,5,,BOTH_NEGATIVE
NAUKRI,Mar 2021,3,41.45,NORMAL
NAUKRI,Mar 2021,5,64.42,NORMAL
NAUKRI,Mar 2022,3,179.18,NORMAL
NAUKRI,Mar 2022,5,,TURNAROUND
NAUKRI,Mar 2023,3,,BOTH_NEGATIVE
NAUKRI,Mar 2023,5,,DECLINE_TO_LOSS
NAUKRI,Mar 2023,10,,DECLINE_TO_LOSS
NAUKRI,Mar 2024,3,-25.13,DECLINE
NAUKRI,Mar 2024,5,0.1,NORMAL
NAUKRI,Mar 2024,10,25.79,NORMAL
NESTLEIND,Dec 2016,3,-3.59,DECLINE
NESTLEIND,Dec 2017,3,1.11,NORMAL
NESTLEIND,Dec 2018,3,41.85,NORMAL
NESTLEIND,Dec 2018,5,7.55,NORMAL
NESTLEIND,Dec 2019,3,25.27,NORMAL
NESTLEIND,Dec 2019,5,10.68,NORMAL
NESTLEIND,Dec 2020,3,19.34,NORMAL
NESTLEIND,Dec 2020,5,29.9,NORMAL
NESTLEIND,Dec 2021,3,9.64,NORMAL
NESTLEIND,Dec 2021,5,16.17,NORMAL
NESTLEIND,Dec 2022,3,6.71,NORMAL
NESTLEIND,Dec 2022,5,14.31,NORMAL
NESTLEIND,Dec 2023,3,12.94,NORMAL
NESTLEIND,Dec 2023,5,13.29,NORMAL
NESTLEIND,Dec 2023,10,10.38,NORMAL
NESTLEIND,Mar 2024,3,22.91,NORMAL
NESTLEIND,Mar 2024,5,14.85,NORMAL
NESTLEIND,Mar 2024,10,12.75,NORMAL
NHPC,Mar 2016,3,-6.28,DECLINE
NHPC,Mar 2017,3,28.69,NORMAL
NHPC,Mar 2018,3,-0.16,DECLINE
NHPC,Mar 2018,5,-0.62,DECLINE
NHPC,Mar 2019,3,6.24,NORMAL
NHPC,Mar 2019,5,11.67,NORMAL
NHPC,Mar 2020,3,-1.31,DECLINE
NHPC,Mar 2020,5,3.64,NORMAL
NHPC,Mar 2021,3,8.93,NORMAL
NHPC,Mar 2021,5,8.77,NORMAL
NHPC,Mar 2022,3,9.99,NORMAL
NHPC,Mar 2022,5,1.64,NORMAL
NHPC,Mar 2023,3,8.4,NORMAL
NHPC,Mar 2023,5,8.88,NORMAL
NHPC,Mar 2023,10,4.02,NORMAL
NHPC,Mar 2024,3,3.82,NORMAL
NHPC,Mar 2024,5,7.27,NORMAL
NHPC,Mar 2024,10,9.45,NORMAL
NTPC,Mar 2016,3,-5.03,DECLINE
NTPC,Mar 2017,3,-2.06,DECLINE
NTPC,Mar 2018,3,1.67,NORMAL
NTPC,Mar 2018,5,-3.56,DECLINE
NTPC,Mar 2019,3,9.19,NORMAL
NTPC,Mar 2019,5,4.24,NORMAL
NTPC,Mar 2020,3,3.57,NORMAL
NTPC,Mar 2020,5,3.56,NORMAL
NTPC,Mar 2021,3,12.54,NORMAL
NTPC,Mar 2021,5,6.78,NORMAL
NTPC,Mar 2022,3,6.52,NORMAL
NTPC,Mar 2022,5,9.62,NORMAL
NTPC,Mar 2023,3,12.89,NORMAL
NTPC,Mar 2023,5,10.27,NORMAL
NTPC,Mar 2023,10,3.13,NORMAL
NTPC,Mar 2024,3,12.53,NORMAL
NTPC,Mar 2024,5,8.74,NORMAL
NTPC,Mar 2024,10,6.46,NORMAL
ONGC,Mar 2016,3,-18.26,DECLINE
ONGC,Mar 2017,3,3.04,NORMAL
ONGC,Mar 2018,3,13.77,NORMAL
ONGC,Mar 2018,5,1.67,NORMAL
ONGC,Mar 2019,3,37.34,NORMAL
ONGC,Mar 2019,5,4.94,NORMAL
ONGC,Mar 2020,3,-26.77,DECLINE
ONGC,Mar 2020,5,-8.34,DECLINE
ONGC,Mar 2021,3,-6.42,DECLINE
ONGC,Mar 2021,5,10.27,NORMAL
ONGC,Mar 2022,3,13.25,NORMAL
ONGC,Mar 2022,5,11.06,NORMAL
ONGC,Mar 2023,3,41.97,NORMAL
ONGC,Mar 2023,5,4.69,NORMAL
ONGC,Mar 2023,10,3.17,NORMAL
ONGC,Mar 2024,3,38.79,NORMAL
ONGC,Mar 2024,5,10.97,NORMAL
ONGC,Mar 2024,10,7.91,NORMAL
PFC,Mar 2016,3,11.69,NORMAL
PFC,Mar 2017,3,-25.75,DECLINE
PFC,Mar 2018,3,13.58,NORMAL
PFC,Mar 2018,5,14.66,NORMAL
PFC,Mar 2019,3,26.91,NORMAL
PFC,Mar 2019,5,18.27,NORMAL
PFC,Mar 2020,3,61.83,NORMAL
PFC,Mar 2020,5,9.56,NORMAL
PFC,Mar 2021,3,21.34,NORMAL
PFC,Mar 2021,5,20.51,NORMAL
PFC,Mar 2022,3,14.08,NORMAL
PFC,Mar 2022,5,53.03,NORMAL
PFC,Mar 2023,3,30.74,NORMAL
PFC,Mar 2023,5,19.21,NORMAL
PFC,Mar 2023,10,16.92,NORMAL
PFC,Mar 2024,3,18.97,NORMAL
PFC,Mar 2024,5,15.92,NORMAL
PFC,Mar 2024,10,17.09,NORMAL
PIDILITIND,Mar 2016,3,23.93,NORMAL
PIDILITIND,Mar 2017,3,24.24,NORMAL
PIDILITIND,Mar 2018,3,23.41,NORMAL
PIDILITIND,Mar 2018,5,17.9,NORMAL
PIDILITIND,Mar 2019,3,4.77,NORMAL
PIDILITIND,Mar 2019,5,15.58,NORMAL
PIDILITIND,Mar 2020,3,9.14,NORMAL
PIDILITIND,Mar 2020,5,16.9,NORMAL
PIDILITIND,Mar 2021,3,5.24,NORMAL
PIDILITIND,Mar 2021,5,6.89,NORMAL
PIDILITIND,Mar 2022,3,9.16,NORMAL
PIDILITIND,Mar 2022,5,6.94,NORMAL
PIDILITIND,Mar 2023,3,4.73,NORMAL
PIDILITIND,Mar 2023,5,5.94,NORMAL
PIDILITIND,Mar 2023,10,11.76,NORMAL
PIDILITIND,Mar 2024,3,15.77,NORMAL
PIDILITIND,Mar 2024,5,13.49,NORMAL
PIDILITIND,Mar 2024,10,14.53,NORMAL
PNB,Mar 2016,3,,DECLINE_TO_LOSS
PNB,Mar 2017,3,-30.39,DECLINE
PNB,Mar 2018,3,,DECLINE_TO_LOSS
PNB,Mar 2018,5,,DECLINE_TO_LOSS
PNB,Mar 2019,3,,BOTH_NEGATIVE
PNB,Mar 2019,5,,DECLINE_TO_LOSS
PNB,Mar 2020,3,-26.85,DECLINE
PNB,Mar 2020,5,-32.75,DECLINE
PNB,Mar 2021,3,,TURNAROUND
PNB,Mar 2021,5,,TURNAROUND
PNB,Mar 2022,3,,TURNAROUND
PNB,Mar 2022,5,25.83,NORMAL
PNB,Mar 2023,3,90.61,NORMAL
PNB,Mar 2023,5,,TURNAROUND
PNB,Mar 2023,10,-3.94,DECLINE
PNB,Mar 2024,3,50.34,NORMAL
PNB,Mar 2024,5,,TURNAROUND
PNB,Mar 2024,10,9.56,NORMAL
POWERGRID,Mar 2016,3,11.38,NORMAL
POWERGRID,Mar 2017,3,17.89,NORMAL
POWERGRID,Mar 2018,3,17.59,NORMAL
POWERGRID,Mar 2018,5,13.72,NORMAL
POWERGRID,Mar 2019,3,18.97,NORMAL
POWERGRID,Mar 2019,5,17.15,NORMAL
POWERGRID,Mar 2020,3,14.07,NORMAL
POWERGRID,Mar 2020,5,16.99,NORMAL
POWERGRID,Mar 2021,3,13.63,NORMAL
POWERGRID,Mar 2021,5,15.1,NORMAL
POWERGRID,Mar 2022,3,18.8,NORMAL
POWERGRID,Mar 2022,5,17.69,NORMAL
POWERGRID,Mar 2023,3,11.72,NORMAL
POWERGRID,Mar 2023,5,13.45,NORMAL
POWERGRID,Mar 2023,10,13.59,NORMAL
POWERGRID,Mar 2024,3,8.97,NORMAL
POWERGRID,Mar 2024,5,9.19,NORMAL
POWERGRID,Mar 2024,10,13.1,NORMAL
RECLTD,Mar 2016,3,14.08,NORMAL
RECLTD,Mar 2017,3,10.02,NORMAL
RECLTD,Mar 2018,3,-5.91,DECLINE
RECLTD,Mar 2018,5,3.03,NORMAL
RECLTD,Mar 2019,3,0.29,NORMAL
RECLTD,Mar 2019,5,3.9,NORMAL
RECLTD,Mar 2020,3,-7.65,DECLINE
RECLTD,Mar 2020,5,-1.43,DECLINE
RECLTD,Mar 2021,3,23.47,NORMAL
RECLTD,Mar 2021,5,8.04,NORMAL
RECLTD,Mar 2022,3,20.46,NORMAL
RECLTD,Mar 2022,5,9.71,NORMAL
RECLTD,Mar 2023,3,30.96,NORMAL
RECLTD,Mar 2023,5,20.2,NORMAL
RECLTD,Mar 2023,10,11.29,NORMAL
RECLTD,Mar 2024,3,19.08,NORMAL
RECLTD,Mar 2024,5,19.76,NORMAL
RECLTD,Mar 2024,10,11.55,NORMAL
RELIANCE,Mar 2016,3,12.65,NORMAL
RELIANCE,Mar 2017,3,9.78,NORMAL
RELIANCE,Mar 2018,3,15.13,NORMAL
RELIANCE,Mar 2018,5,11.55,NORMAL
RELIANCE,Mar 2019,3,10.08,NORMAL
RELIANCE,Mar 2019,5,12.06,NORMAL
RELIANCE,Mar 2020,3,10.16,NORMAL
RELIANCE,Mar 2020,5,11.03,NORMAL
RELIANCE,Mar 2021,3,14.2,NORMAL
RELIANCE,Mar 2021,5,12.47,NORMAL
RELIANCE,Mar 2022,3,19.42,NORMAL
RELIANCE,Mar 2022,5,17.86,NORMAL
RELIANCE,Mar 2023,3,22.93,NORMAL
RELIANCE,Mar 2023,5,15.48,NORMAL
RELIANCE,Mar 2023,10,13.5,NORMAL
RELIANCE,Mar 2024,3,13.71,NORMAL
RELIANCE,Mar 2024,5,14.68,NORMAL
RELIANCE,Mar 2024,10,13.36,NORMAL
SBILIFE,Mar 2016,3,10.24,NORMAL
SBILIFE,Mar 2017,3,9.47,NORMAL
SBILIFE,Mar 2018,3,12.16,NORMAL
SBILIFE,Mar 2018,5,12.79,NORMAL
SBILIFE,Mar 2019,3,16.28,NORMAL
SBILIFE,Mar 2019,5,12.76,NORMAL
SBILIFE,Mar 2020,3,14.19,NORMAL
SBILIFE,Mar 2020,5,11.78,NORMAL
SBILIFE,Mar 2021,3,8.18,NORMAL
SBILIFE,Mar 2021,5,11.52,NORMAL
SBILIFE,Mar 2022,3,4.31,NORMAL
SBILIFE,Mar 2022,5,9.54,NORMAL
SBILIFE,Mar 2023,3,6.57,NORMAL
SBILIFE,Mar 2023,5,8.4,NORMAL
SBILIFE,Mar 2023,10,10.57,NORMAL
SBILIFE,Mar 2024,3,9.16,NORMAL
SBILIFE,Mar 2024,5,7.37,NORMAL
SBILIFE,Mar 2024,10,10.03,NORMAL
SBIN,Mar 2016,3,-11.14,DECLINE
SBIN,Mar 2017,3,,DECLINE_TO_LOSS
SBIN,Mar 2018,3,,DECLINE_TO_LOSS
SBIN,Mar 2018,5,,DECLINE_TO_LOSS
SBIN,Mar 2019,3,-36.39,DECLINE
SBIN,Mar 2019,5,-25.71,DECLINE
SBIN,Mar 2020,3,,TURNAROUND
SBIN,Mar 2020,5,3.46,NORMAL
SBIN,Mar 2021,3,,TURNAROUND
SBIN,Mar 2021,5,12.91,NORMAL
SBIN,Mar 2022,3,123.04,NORMAL
SBIN,Mar 2022,5,,TURNAROUND
SBIN,Mar 2023,3,39.79,NORMAL
SBIN,Mar 2023,5,,TURNAROUND
SBIN,Mar 2023,10,12.02,NORMAL
SBIN,Mar 2024,3,42.79,NORMAL
SBIN,Mar 2024,5,83.41,NORMAL
SBIN,Mar 2024,10,16.73,NORMAL
SHREECEM,Mar 2016 9m,3,4.42,NORMAL
SHREECEM,Mar 2017,3,19.38,NORMAL
SHREECEM,Mar 2018,3,48.11,NORMAL
SHREECEM,Mar 2018,5,6.63,NORMAL
SHREECEM,Mar 2019,3,-3.88,DECLINE
SHREECEM,Mar 2019,5,5.22,NORMAL
SHREECEM,Mar 2020,3,4.86,NORMAL
SHREECEM,Mar 2020,5,29.37,NORMAL
SHREECEM,Mar 2021,3,19.08,NORMAL
SHREECEM,Mar 2021,5,15.38,NORMAL
SHREECEM,Mar 2022,3,7.73,NORMAL
SHREECEM,Mar 2022,5,-1.07,DECLINE
SHREECEM,Mar 2023,3,15.34,NORMAL
SHREECEM,Mar 2023,5,11.35,NORMAL
SHREECEM,Mar 2023,10,8.96,NORMAL
SHREECEM,Mar 2024,3,-9.49,DECLINE
SHREECEM,Mar 2024,5,11.29,NORMAL
SHREECEM,Mar 2024,10,8.21,NORMAL
SHRIRAMFIN,Mar 2016,3,-6.81,DECLINE
SHRIRAMFIN,Mar 2017,3,-2.31,DECLINE
SHRIRAMFIN,Mar 2018,3,35.35,NORMAL
SHRIRAMFIN,Mar 2018,5,11.74,NORMAL
SHRIRAMFIN,Mar 2019,3,29.58,NORMAL
SHRIRAMFIN,Mar 2019,5,13.66,NORMAL
SHRIRAMFIN,Mar 2020,3,25.66,NORMAL
SHRIRAMFIN,Mar 2020,5,19.57,NORMAL
SHRIRAMFIN,Mar 2021,3,-0.66,DECLINE
SHRIRAMFIN,Mar 2021,5,16.11,NORMAL
SHRIRAMFIN,Mar 2022,3,1.84,NORMAL
SHRIRAMFIN,Mar 2022,5,16.54,NORMAL
SHRIRAMFIN,Mar 2023,3,33.82,NORMAL
SHRIRAMFIN,Mar 2023,5,18.75,NORMAL
SHRIRAMFIN,Mar 2023,10,15.2,NORMAL
SHRIRAMFIN,Mar 2024,3,43.59,NORMAL
SHRIRAMFIN,Mar 2024,5,23.49,NORMAL
SHRIRAMFIN,Mar 2024,10,18.48,NORMAL
SIEMENS,Sep 2014,3,-11.43,DECLINE
SIEMENS,Sep 2016,5,27.41,NORMAL
SIEMENS,Sep 2017,3,23.54,NORMAL
SIEMENS,Sep 2018,3,-8.44,DECLINE
SIEMENS,Sep 2019,3,-27.75,DECLINE
SIEMENS,Sep 2019,5,12.76,NORMAL
SIEMENS,Sep 2020,3,-12.22,DECLINE
SIEMENS,Sep 2020,5,-8.11,DECLINE
SIEMENS,Sep 2021,3,6.52,NORMAL
SIEMENS,Sep 2021,5,-17.87,DECLINE
SIEMENS,Sep 2021,10,2.29,NORMAL
SIEMENS,Sep 2022,3,11.98,NORMAL
SIEMENS,Sep 2022,5,6.3,NORMAL
SIEMENS,Sep 2023,3,36.64,NORMAL
SIEMENS,Sep 2023,5,16.84,NORMAL
SIEMENS,Sep 2024,3,35.65,NORMAL
SIEMENS,Sep 2024,5,19.85,NORMAL
SIEMENS,Sep 2024,10,16.25,NORMAL
SUNPHARMA,Mar 2016,3,17.71,NORMAL
SUNPHARMA,Mar 2017,3,26.47,NORMAL
SUNPHARMA,Mar 2018,3,-22.57,DECLINE
SUNPHARMA,Mar 2018,5,-6.03,DECLINE
SUNPHARMA,Mar 2019,3,-17.23,DECLINE
SUNPHARMA,Mar 2019,5,-3.73,DECLINE
SUNPHARMA,Mar 2020,3,-18.99,DECLINE
SUNPHARMA,Mar 2020,5,-5.29,DECLINE
SUNPHARMA,Mar 2021,3,-3.67,DECLINE
SUNPHARMA,Mar 2021,5,-16.68,DECLINE
SUNPHARMA,Mar 2022,3,1.85,NORMAL
SUNPHARMA,Mar 2022,5,-15.46,DECLINE
SUNPHARMA,Mar 2023,3,26.84,NORMAL
SUNPHARMA,Mar 2023,5,27.34,NORMAL
SUNPHARMA,Mar 2023,10,9.39,NORMAL
SUNPHARMA,Mar 2024,3,61.72,NORMAL
SUNPHARMA,Mar 2024,5,24.54,NORMAL
SUNPHARMA,Mar 2024,10,9.5,NORMAL
TATACONSUM,Mar 2016,3,,DECLINE_TO_LOSS
TATACONSUM,Mar 2017,3,-3.73,DECLINE
TATACONSUM,Mar 2018,3,26.76,NORMAL
TATACONSUM,Mar 2018,5,4.55,NORMAL
TATACONSUM,Mar 2019,3,,TURNAROUND
TATACONSUM,Mar 2019,5,-2.17,DECLINE
TATACONSUM,Mar 2020,3,0.36,NORMAL
TATACONSUM,Mar 2020,5,11.0,NORMAL
TATACONSUM,Mar 2021,3,18.71,NORMAL
TATACONSUM,Mar 2021,5,,TURNAROUND
TATACONSUM,Mar 2022,3,30.47,NORMAL
TATACONSUM,Mar 2022,5,17.41,NORMAL
TATACONSUM,Mar 2023,3,42.1,NORMAL
TATACONSUM,Mar 2023,5,18.88,NORMAL
TATACONSUM,Mar 2023,10,11.49,NORMAL
TATACONSUM,Mar 2024,3,9.32,NORMAL
TATACONSUM,Mar 2024,5,21.6,NORMAL
TATACONSUM,Mar 2024,10,9.07,NORMAL
TATAMOTORS,Mar 2016,3,5.39,NORMAL
TATAMOTORS,Mar 2017,3,-18.67,DECLINE
TATAMOTORS,Mar 2018,3,-13.55,DECLINE
TATAMOTORS,Mar 2018,5,-1.84,DECLINE
TATAMOTORS,Mar 2019,3,,DECLINE_TO_LOSS
TATAMOTORS,Mar 2019,5,,DECLINE_TO_LOSS
TATAMOTORS,Mar 2020,3,,DECLINE_TO_LOSS
TATAMOTORS,Mar 2020,5,,DECLINE_TO_LOSS
TATAMOTORS,Mar 2021,3,,DECLINE_TO_LOSS
TATAMOTORS,Mar 2021,5,,DECLINE_TO_LOSS
TATAMOTORS,Mar 2022,3,,BOTH_NEGATIVE
TATAMOTORS,Mar 2022,5,,DECLINE_TO_LOSS
TATAMOTORS,Mar 2023,3,,TURNAROUND
TATAMOTORS,Mar 2023,5,-21.62,DECLINE
TATAMOTORS,Mar 2023,10,-12.28,DECLINE
TATAMOTORS,Mar 2024,3,,TURNAROUND
TATAMOTORS,Mar 2024,5,,TURNAROUND
TATAMOTORS,Mar 2024,10,8.51,NORMAL
TATAPOWER,Mar 2016,3,85.57,NORMAL
TATAPOWER,Mar 2017,3,350.89,NORMAL
TATAPOWER,Mar 2018,3,78.77,NORMAL
TATAPOWER,Mar 2018,5,84.24,NORMAL
TATAPOWER,Mar 2019,3,49.11,NORMAL
TATAPOWER,Mar 2019,5,193.33,NORMAL
TATAPOWER,Mar 2020,3,6.16,NORMAL
TATAPOWER,Mar 2020,5,23.56,NORMAL
TATAPOWER,Mar 2021,3,-18.01,DECLINE
TATAPOWER,Mar 2021,5,12.86,NORMAL
TATAPOWER,Mar 2022,3,-6.12,DECLINE
TATAPOWER,Mar 2022,5,14.41,NORMAL
TATAPOWER,Mar 2023,3,42.52,NORMAL
TATAPOWER,Mar 2023,5,7.85,NORMAL
TATAPOWER,Mar 2023,10,40.96,NORMAL
TATAPOWER,Mar 2024,3,43.81,NORMAL
TATAPOWER,Mar 2024,5,10.43,NORMAL
TATAPOWER,Mar 2024,10,79.98,NORMAL
TATASTEEL,Mar 2016,3,,BOTH_NEGATIVE
TATASTEEL,Mar 2017,3,,DECLINE_TO_LOSS
TATASTEEL,Mar 2018,3,,TURNAROUND
TATASTEEL,Mar 2018,5,,TURNAROUND
TATASTEEL,Mar 2019,3,,TURNAROUND
TATASTEEL,Mar 2019,5,20.01,NORMAL
TATASTEEL,Mar 2020,3,,TURNAROUND
TATASTEEL,Mar 2020,5,,TURNAROUND
TATASTEEL,Mar 2021,3,-22.72,DECLINE
TATASTEEL,Mar 2021,5,,TURNAROUND
TATASTEEL,Mar 2022,3,66.03,NORMAL
TATASTEEL,Mar 2022,5,,TURNAROUND
TATASTEEL,Mar 2023,3,90.18,NORMAL
TATASTEEL,Mar 2023,5,-14.57,DECLINE
TATASTEEL,Mar 2023,10,,TURNAROUND
TATASTEEL,Mar 2024,3,,DECLINE_TO_LOSS
TATASTEEL,Mar 2024,5,,DECLINE_TO_LOSS
TATASTEEL,Mar 2024,10,,DECLINE_TO_LOSS
TCS,Mar 2016,3,20.02,NORMAL
TCS,Mar 2017,3,10.89,NORMAL
TCS,Mar 2018,3,8.86,NORMAL
TCS,Mar 2018,5,12.95,NORMAL
TCS,Mar 2019,3,9.05,NORMAL
TCS,Mar 2019,5,10.3,NORMAL
TCS,Mar 2020,3,7.17,NORMAL
TCS,Mar 2020,5,10.1,NORMAL
TCS,Mar 2021,3,7.96,NORMAL
TCS,Mar 2021,5,5.99,NORMAL
TCS,Mar 2022,3,6.8,NORMAL
TCS,Mar 2022,5,7.84,NORMAL
TCS,Mar 2023,3,9.24,NORMAL
TCS,Mar 2023,5,10.33,NORMAL
TCS,Mar 2023,10,11.63,NORMAL
TCS,Mar 2024,3,12.29,NORMAL
TCS,Mar 2024,5,7.87,NORMAL
TCS,Mar 2024,10,9.08,NORMAL
TECHM,Mar 2016,3,32.31,NORMAL
TECHM,Mar 2017,3,-2.35,DECLINE
TECHM,Mar 2018,3,12.5,NORMAL
TECHM,Mar 2018,5,23.7,NORMAL
TECHM,Mar 2019,3,12.32,NORMAL
TECHM,Mar 2019,5,6.97,NORMAL
TECHM,Mar 2020,3,10.98,NORMAL
TECHM,Mar 2020,5,7.94,NORMAL
TECHM,Mar 2021,3,4.76,NORMAL
TECHM,Mar 2021,5,7.54,NORMAL
TECHM,Mar 2022,3,9.49,NORMAL
TECHM,Mar 2022,5,14.58,NORMAL
TECHM,Mar 2023,3,7.62,NORMAL
TECHM,Mar 2023,5,5.11,NORMAL
TECHM,Mar 2023,10,14.03,NORMAL
TECHM,Mar 2024,3,-18.04,DECLINE
TECHM,Mar 2024,5,-10.99,DECLINE
TECHM,Mar 2024,10,-2.42,DECLINE
TITAN,Mar 2016,3,-2.35,DECLINE
TITAN,Mar 2017,3,-1.75,DECLINE
TITAN,Mar 2018,3,10.53,NORMAL
TITAN,Mar 2018,5,8.73,NORMAL
TITAN,Mar 2019,3,27.19,NORMAL
TITAN,Mar 2019,5,13.58,NORMAL
TITAN,Mar 2020,3,28.91,NORMAL
TITAN,Mar 2020,5,12.84,NORMAL
TITAN,Mar 2021,3,-4.03,DECLINE
TITAN,Mar 2021,5,7.61,NORMAL
TITAN,Mar 2022,3,16.53,NORMAL
TITAN,Mar 2022,5,25.82,NORMAL
TITAN,Mar 2023,3,29.92,NORMAL
TITAN,Mar 2023,5,24.33,NORMAL
TITAN,Mar 2023,10,16.27,NORMAL
TITAN,Mar 2024,3,53.11,NORMAL
TITAN,Mar 2024,5,20.27,NORMAL
TITAN,Mar 2024,10,16.88,NORMAL
TORNTPHARM,Mar 2016,3,58.53,NORMAL
TORNTPHARM,Mar 2017,3,12.05,NORMAL
TORNTPHARM,Mar 2018,3,-3.35,DECLINE
TORNTPHARM,Mar 2018,5,9.28,NORMAL
TORNTPHARM,Mar 2019,3,-36.87,DECLINE
TORNTPHARM,Mar 2019,5,-8.07,DECLINE
TORNTPHARM,Mar 2020,3,3.15,NORMAL
TORNTPHARM,Mar 2020,5,6.42,NORMAL
TORNTPHARM,Mar 2021,3,22.69,NORMAL
TORNTPHARM,Mar 2021,5,-6.3,DECLINE
TORNTPHARM,Mar 2022,3,21.24,NORMAL
TORNTPHARM,Mar 2022,5,-3.61,DECLINE
TORNTPHARM,Mar 2023,3,6.7,NORMAL
TORNTPHARM,Mar 2023,5,12.92,NORMAL
TORNTPHARM,Mar 2023,10,11.09,NORMAL
TORNTPHARM,Mar 2024,3,9.77,NORMAL
TORNTPHARM,Mar 2024,5,30.59,NORMAL
TORNTPHARM,Mar 2024,10,9.57,NORMAL
TRENT,Mar 2016,3,,TURNAROUND
TRENT,Mar 2017,3,,TURNAROUND
TRENT,Mar 2018,3,-12.3,DECLINE
TRENT,Mar 2018,5,,TURNAROUND
TRENT,Mar 2019,3,19.98,NORMAL
TRENT,Mar 2019,5,,TURNAROUND
TRENT,Mar 2020,3,7.64,NORMAL
TRENT,Mar 2020,5,-3.85,DECLINE
TRENT,Mar 2021,3,,DECLINE_TO_LOSS
TRENT,Mar 2021,5,,DECLINE_TO_LOSS
TRENT,Mar 2022,3,-28.31,DECLINE
TRENT,Mar 2022,5,-16.26,DECLINE
TRENT,Mar 2023,3,54.9,NORMAL
TRENT,Mar 2023,5,35.27,NORMAL
TRENT,Mar 2023,10,,TURNAROUND
TRENT,Mar 2024,3,,TURNAROUND
TRENT,Mar 2024,5,73.11,NORMAL
TRENT,Mar 2024,10,,TURNAROUND
TVSMOTOR,Mar 2016,3,29.4,NORMAL
TVSMOTOR,Mar 2017,3,39.62,NORMAL
TVSMOTOR,Mar 2018,3,26.57,NORMAL
TVSMOTOR,Mar 2018,5,27.42,NORMAL
TVSMOTOR,Mar 2019,3,19.11,NORMAL
TVSMOTOR,Mar 2019,5,31.13,NORMAL
